epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
114,5014.34,0.61673,0.61677,1.62601,0.78592,0.77689,0.85513,0.72415,0.65512,0.71013,1.90632,0.000862425,0.000862425,0.000862425
115,5058.13,0.63305,0.61353,1.67673,0.80482,0.77247,0.85192,0.72089,0.66194,0.72971,1.92156,0.000860225,0.000860225,0.000860225
116,5101.69,0.62006,0.60139,1.65156,0.79071,0.78004,0.85429,0.72058,0.66747,0.72636,1.90551,0.000858025,0.000858025,0.000858025
117,5145.56,0.63492,0.60998,1.66852,0.78775,0.77652,0.85476,0.72731,0.64826,0.71216,1.8961,0.000855826,0.000855826,0.000855826
118,5189.2,0.60126,0.58718,1.61449,0.77857,0.75663,0.83462,0.70348,0.66181,0.77513,1.91934,0.000853626,0.000853626,0.000853626
119,5232.98,0.6098,0.60407,1.66201,0.79979,0.79012,0.8582,0.72735,0.65495,0.70308,1.91012,0.000851426,0.000851426,0.000851426
120,5276.63,0.61275,0.58655,1.63996,0.7957,0.7472,0.84428,0.71344,0.6563,0.73928,1.94037,0.000849226,0.000849226,0.000849226
121,5320.55,0.61856,0.60752,1.62932,0.75812,0.78639,0.84157,0.70986,0.6677,0.75538,1.92254,0.000847026,0.000847026,0.000847026
122,5364.17,0.61814,0.60591,1.65316,0.80876,0.76903,0.85866,0.72345,0.6626,0.71559,1.91466,0.000844827,0.000844827,0.000844827
123,5407.81,0.6122,0.59144,1.61493,0.76477,0.75783,0.82473,0.69448,0.66703,0.79965,1.93392,0.000842627,0.000842627,0.000842627
124,5451.35,0.62858,0.6152,1.69675,0.82474,0.76414,0.85927,0.72643,0.65774,0.71007,1.92032,0.000840427,0.000840427,0.000840427
125,5494.99,0.61566,0.60064,1.65974,0.81457,0.76914,0.85892,0.72531,0.66043,0.7056,1.90895,0.000838227,0.000838227,0.000838227
126,5538.63,0.6315,0.61282,1.63844,0.77805,0.76388,0.8364,0.70271,0.65823,0.75498,1.92563,0.000836027,0.000836027,0.000836027
127,5582.35,0.64435,0.63742,1.66537,0.80064,0.777,0.85885,0.72946,0.65575,0.70436,1.89989,0.000833828,0.000833828,0.000833828
128,5626.49,0.60648,0.57591,1.66789,0.81207,0.7692,0.85235,0.72585,0.65506,0.72714,1.90947,0.000831628,0.000831628,0.000831628
129,5670.26,0.60464,0.58289,1.61866,0.80247,0.76587,0.84941,0.71565,0.65996,0.73299,1.91893,0.000829428,0.000829428,0.000829428
130,5714.12,0.60372,0.57745,1.67027,0.79092,0.7634,0.84609,0.71376,0.66553,0.72996,1.9124,0.000827228,0.000827228,0.000827228
131,5757.74,0.62376,0.60358,1.64231,0.81893,0.77813,0.86518,0.73618,0.64869,0.69123,1.89883,0.000825029,0.000825029,0.000825029
132,5801.89,0.61458,0.58795,1.67032,0.80164,0.7599,0.84804,0.71825,0.6504,0.73729,1.91543,0.000822829,0.000822829,0.000822829
133,5845.43,0.59708,0.57019,1.61203,0.79564,0.77976,0.85626,0.72695,0.64857,0.72472,1.90321,0.000820629,0.000820629,0.000820629
134,5888.92,0.60748,0.58784,1.6616,0.78851,0.76867,0.84957,0.72056,0.64809,0.73465,1.90953,0.000818429,0.000818429,0.000818429
135,5932.65,0.60076,0.57889,1.59898,0.80089,0.75483,0.84808,0.71453,0.66129,0.73583,1.91236,0.000816229,0.000816229,0.000816229
136,5976.26,0.613,0.59809,1.59651,0.80598,0.76052,0.85319,0.72194,0.65633,0.72981,1.91674,0.00081403,0.00081403,0.00081403
137,6020,0.58477,0.55734,1.60642,0.80438,0.78139,0.85997,0.73076,0.65545,0.70076,1.89914,0.00081183,0.00081183,0.00081183
138,6063.63,0.61153,0.5871,1.63032,0.80973,0.7846,0.86012,0.73279,0.64062,0.68829,1.89691,0.00080963,0.00080963,0.00080963
139,6107.49,0.59505,0.56168,1.62659,0.81744,0.78825,0.86768,0.737,0.65214,0.69214,1.90349,0.00080743,0.00080743,0.00080743
140,6151.56,0.6005,0.56195,1.63931,0.77966,0.78692,0.85127,0.72301,0.64403,0.72033,1.90821,0.000805231,0.000805231,0.000805231
141,6195.07,0.61729,0.57213,1.62468,0.81735,0.7681,0.85192,0.72145,0.66548,0.72627,1.9087,0.000803031,0.000803031,0.000803031
142,6238.66,0.61806,0.58356,1.63496,0.79494,0.77961,0.85338,0.72703,0.64923,0.71399,1.90591,0.000800831,0.000800831,0.000800831
143,6282.16,0.58714,0.54919,1.6107,0.77428,0.80391,0.85896,0.73294,0.64337,0.69308,1.90178,0.000798631,0.000798631,0.000798631
144,6325.91,0.59989,0.56253,1.63245,0.81586,0.77255,0.86172,0.73179,0.64965,0.69712,1.91267,0.000796431,0.000796431,0.000796431
145,6369.75,0.58942,0.55545,1.62497,0.79262,0.78501,0.854,0.72889,0.64792,0.70289,1.91068,0.000794232,0.000794232,0.000794232
146,6413.32,0.59539,0.56526,1.64431,0.82601,0.77372,0.86366,0.73867,0.64037,0.68614,1.90569,0.000792032,0.000792032,0.000792032
147,6457.39,0.57992,0.547,1.63974,0.80259,0.78016,0.86,0.7327,0.63846,0.69569,1.88763,0.000789832,0.000789832,0.000789832
148,6501,0.58992,0.55815,1.65343,0.79777,0.78498,0.86412,0.73752,0.6381,0.70238,1.90483,0.000787632,0.000787632,0.000787632
149,6544.51,0.59955,0.56809,1.628,0.79397,0.77616,0.84968,0.7245,0.64196,0.72237,1.91439,0.000785433,0.000785433,0.000785433
150,6588.03,0.58773,0.5561,1.60348,0.80535,0.77929,0.86309,0.73817,0.64424,0.69005,1.90543,0.000783233,0.000783233,0.000783233
151,6631.89,0.58977,0.55578,1.60266,0.78204,0.77833,0.84903,0.72162,0.64697,0.7256,1.89728,0.000781033,0.000781033,0.000781033
152,6675.5,0.56936,0.53562,1.58254,0.80268,0.76069,0.8478,0.72291,0.64594,0.71724,1.92135,0.000778833,0.000778833,0.000778833
153,6719.34,0.59229,0.54522,1.6201,0.77789,0.77266,0.83773,0.71094,0.65276,0.74332,1.9189,0.000776633,0.000776633,0.000776633
154,6762.93,0.58673,0.55267,1.62458,0.8466,0.76062,0.86874,0.74244,0.63877,0.6715,1.8929,0.000774434,0.000774434,0.000774434
155,6807.04,0.57833,0.53496,1.61002,0.80446,0.78179,0.86115,0.73596,0.64127,0.69537,1.91043,0.000772234,0.000772234,0.000772234
156,6850.65,0.58415,0.55675,1.60519,0.7837,0.75474,0.8308,0.7001,0.66028,0.76629,1.9091,0.000770034,0.000770034,0.000770034
157,6894.26,0.59563,0.56014,1.62896,0.79823,0.77922,0.85922,0.72914,0.65025,0.71401,1.9226,0.000767834,0.000767834,0.000767834
158,6937.78,0.58783,0.54093,1.61163,0.82316,0.76858,0.86175,0.73362,0.64446,0.68425,1.89558,0.000765635,0.000765635,0.000765635
159,6981.32,0.58305,0.5341,1.58226,0.78479,0.79334,0.85612,0.73032,0.64282,0.70764,1.91168,0.000763435,0.000763435,0.000763435
160,7024.83,0.58427,0.53033,1.62414,0.81794,0.77505,0.86224,0.73554,0.64107,0.69166,1.90479,0.000761235,0.000761235,0.000761235
161,7068.39,0.57827,0.53075,1.5953,0.7799,0.79072,0.84879,0.72617,0.64239,0.71607,1.90497,0.000759035,0.000759035,0.000759035
162,7112.05,0.55433,0.50948,1.58539,0.78162,0.77977,0.85071,0.72841,0.63822,0.71812,1.90948,0.000756835,0.000756835,0.000756835
163,7155.61,0.60901,0.5542,1.62578,0.79391,0.79174,0.85652,0.73155,0.64326,0.70292,1.90513,0.000754636,0.000754636,0.000754636
164,7199.44,0.57535,0.52935,1.5828,0.81953,0.77975,0.86126,0.7359,0.64277,0.68903,1.91957,0.000752436,0.000752436,0.000752436
165,7243.08,0.56877,0.52429,1.59361,0.81451,0.77239,0.8565,0.73365,0.64654,0.70824,1.91236,0.000750236,0.000750236,0.000750236
166,7286.62,0.58213,0.52892,1.59589,0.81015,0.77987,0.85648,0.727,0.64335,0.70878,1.9092,0.000748036,0.000748036,0.000748036
167,7330.21,0.57307,0.51907,1.59551,0.78754,0.77807,0.84916,0.72324,0.64802,0.72049,1.9139,0.000745837,0.000745837,0.000745837
168,7373.74,0.57077,0.53075,1.60955,0.80786,0.77149,0.85665,0.73151,0.64147,0.70242,1.91071,0.000743637,0.000743637,0.000743637
169,7417.39,0.57852,0.52634,1.62558,0.81369,0.78787,0.86397,0.7394,0.63341,0.68525,1.90146,0.000741437,0.000741437,0.000741437
170,7461.03,0.5786,0.51804,1.58505,0.79864,0.78011,0.85124,0.72998,0.64292,0.71033,1.91603,0.000739237,0.000739237,0.000739237
171,7504.5,0.56752,0.51803,1.62377,0.78931,0.78003,0.85363,0.73119,0.63516,0.70705,1.90149,0.000737037,0.000737037,0.000737037
172,7548.14,0.5659,0.52288,1.58542,0.82157,0.78974,0.86499,0.73891,0.63325,0.68352,1.91592,0.000734838,0.000734838,0.000734838
173,7591.65,0.57464,0.52724,1.60905,0.81166,0.77426,0.85711,0.73689,0.62922,0.689,1.90207,0.000732638,0.000732638,0.000732638
174,7635.19,0.56931,0.51564,1.60078,0.79733,0.78862,0.85665,0.73128,0.63465,0.69746,1.91312,0.000730438,0.000730438,0.000730438
175,7678.78,0.57058,0.512,1.62397,0.83378,0.771,0.86379,0.74035,0.63611,0.6815,1.91088,0.000728238,0.000728238,0.000728238
176,7722.5,0.56704,0.52284,1.59497,0.80246,0.77907,0.85089,0.72664,0.64161,0.71443,1.91136,0.000726038,0.000726038,0.000726038
177,7766.12,0.57549,0.51952,1.59798,0.8335,0.75265,0.85419,0.73135,0.64291,0.70067,1.91671,0.000723839,0.000723839,0.000723839
178,7809.64,0.55804,0.50518,1.5642,0.81788,0.7892,0.86189,0.74148,0.62659,0.6724,1.90024,0.000721639,0.000721639,0.000721639
179,7853.29,0.55958,0.50149,1.63156,0.78916,0.80354,0.86152,0.7388,0.63232,0.68861,1.91845,0.000719439,0.000719439,0.000719439
